난이도,문장,언어
중,"When the results were announced, everyone was surprised",영
중,The beach where we spent our summer holidays was beautiful and quiet,영
중,"After graduating from high school, he plans to study abroad",영
중,The package that arrived this morning contained my new laptop,영
중,"Despite the rain, the football match was not cancelled",영
중,The professor who teaches philosophy has published several books,영
중,"While watching the sunset, we took some amazing photographs",영
중,The company where my sister works offers excellent benefits,영
중,"Before making the cake, make sure you have all ingredients",영
중,The movie which received critical acclaim is now available online,영
중,"If you practice regularly, you will improve your piano skills",영
중,She has been living in this city for more than twenty years,영
중,The park that was renovated last year has become very popular,영
중,"After finishing the project, the team celebrated their success together",영
상,"The implementation of artificial intelligence has revolutionized the way medical professionals diagnose various conditions, leading to more accurate and timely treatments for patients worldwide",영
상,"Despite the significant advancements in renewable energy technologies over the past decade, the transition away from fossil fuels continues to face substantial economic and political challenges globally",영
상,"The comprehensive research study, which involved thousands of participants across six continents, revealed surprising correlations between dietary habits and cognitive function in older adults",영
상,"Quantum computing, with its potential to solve complex problems exponentially faster than classical computers, may fundamentally transform cryptography, drug discovery, and climate modeling in the coming years",영
상,The latest archaeological discoveries at the ancient site have led experts to reconsider previously established theories about the civilization's technological capabilities and trade networks,영
상,"Corporate sustainability initiatives, once considered peripheral to business operations, have increasingly become central to strategic planning as consumers demand greater environmental responsibility from companies",영
상,"The intricate relationship between sleep quality and mental health has been extensively documented in recent studies, highlighting the importance of addressing sleep disorders in psychological treatment protocols",영
상,"Educational paradigms are shifting rapidly in response to technological innovations, necessitating a fundamental reconsideration of pedagogical approaches and learning environments in schools worldwide",영
상,"The biodiversity of tropical rainforests, which host countless undiscovered species, continues to diminish at an alarming rate due to deforestation, climate change, and agricultural expansion",영
상,"International diplomatic relations have grown increasingly complex in the digital age, as cybersecurity concerns, information warfare, and virtual diplomacy reshape traditional geopolitical dynamics",영
상,"The human microbiome, comprising trillions of microorganisms residing within and on our bodies, plays a crucial role in immune function, digestion, and even neurological health according to emerging research",영
상,"Economic inequality within developed nations has reached unprecedented levels, prompting economists and policymakers to question the sustainability of current financial systems and wealth distribution mechanisms",영
상,"Architectural innovations focused on sustainable urban development are transforming city landscapes, incorporating green spaces, renewable energy solutions, and community-centered design principles",영
상,"The emergence of personalized medicine, tailored to individual genetic profiles, promises more effective treatments while simultaneously raising important ethical questions about privacy and accessibility",영
상,"Cultural heritage preservation in conflict zones presents unique challenges requiring international cooperation, technological solutions, and respect for indigenous knowledge and local communities",영
상,"Neuroplasticity research has demonstrated the remarkable ability of the brain to reorganize itself throughout life, challenging previous assumptions about cognitive development and rehabilitation potential",영
상,"The global food system faces mounting pressure to increase production while reducing environmental impact, necessitating significant innovations in agricultural practices and consumption patterns",영
상,Artificial intelligence algorithms designed to detect subtle patterns in medical imaging have demonstrated exceptional accuracy in identifying early-stage cancers that might otherwise remain undiagnosed,영
상,"Climate scientists have developed increasingly sophisticated models to predict extreme weather events, though the complexity of atmospheric systems continues to present formidable challenges",영
상,"Digital privacy concerns have intensified as personal data collection becomes more pervasive, prompting legislation worldwide that attempts to balance innovation with individual rights protection",영
상,"The integration of virtual reality technology in therapeutic settings has shown promising results for treating anxiety disorders, phobias, and post-traumatic stress through controlled exposure techniques",영
상,"Marine biologists studying deep-sea ecosystems have discovered remarkably resilient organisms that thrive in extreme conditions, potentially offering insights into extraterrestrial life possibilities",영
상,"Contemporary art movements increasingly engage with social and political issues, challenging conventional aesthetic boundaries while attempting to catalyze meaningful discourse about pressing global concerns",영
상,"The development of advanced prosthetic limbs incorporating neural interfaces represents a significant breakthrough in rehabilitative medicine, offering unprecedented functionality and sensory feedback",영
상,"Urban transportation systems are being reimagined to address congestion, pollution, and accessibility issues through innovative approaches including autonomous vehicles and integrated mobility platforms",영
상,The psychological impact of social media usage on adolescent development has become a critical area of research as mental health professionals observe concerning trends in anxiety and depression,영
상,"Linguistic diversity across the globe continues to decline at an unprecedented rate, with thousands of languages at risk of extinction despite efforts to document and revitalize endangered tongues",영
상,"The expansion of renewable energy infrastructure faces numerous logistical challenges, including intermittency issues, storage limitations, and the need for massive upgrades to existing power grids",영
상,"Advances in CRISPR gene editing technology offer revolutionary potential for treating genetic disorders, while simultaneously raising profound ethical questions about human genome modification",영
상,"Remote work adoption accelerated dramatically during the global pandemic, prompting organizations to reconsider traditional office arrangements and implement hybrid models balancing flexibility with collaboration",영
상,"Cognitive biases significantly influence decision-making processes in areas ranging from personal finance to international diplomacy, often operating below the threshold of conscious awareness",영
상,"Emerging evidence suggests strong connections between gut health and autoimmune conditions, potentially opening new avenues for treatment approaches focusing on microbiome modulation",영
상,"The proliferation of misinformation in digital media environments presents unprecedented challenges to democratic institutions, requiring multifaceted approaches from education to platform regulation",영
상,"Coral reef ecosystems, among the most biodiverse habitats on the planet, face existential threats from ocean acidification, rising temperatures, and pollution from coastal development activities",영
상,"Machine learning applications in financial markets have transformed trading strategies, risk assessment protocols, and fraud detection systems while raising concerns about algorithmic accountability",영
상,"Historical analysis of pandemic responses provides valuable insights for current public health challenges, highlighting the importance of transparent communication, international cooperation, and scientific literacy",영
상,The intersection of nanotechnology and medicine has led to targeted drug delivery systems capable of dramatically reducing side effects while increasing therapeutic efficacy for various conditions,영
상,"Modern archaeological techniques incorporating satellite imagery, ground-penetrating radar, and computational analysis have revealed previously undiscovered ancient settlements without excavation",영
상,"Urbanization trends indicate that nearly seventy percent of the global population will live in cities by mid-century, necessitating innovative solutions to housing, infrastructure, and resource management",영
상,"The philosophy of consciousness remains one of the most challenging frontiers in cognitive science, with competing theories attempting to explain how subjective experience emerges from neural activity",영
상,Sustainable fashion initiatives are gaining momentum as consumers become increasingly aware of the environmental and social impacts associated with conventional textile production and fast fashion,영
상,"Quantum encryption methods theoretically offer unhackable communication channels, potentially revolutionizing cybersecurity while presenting significant challenges to certain surveillance capabilities",영
상,"Comparative political systems research reveals that democratic institutions face similar challenges globally, including polarization, declining trust, and the influence of private capital on governance",영
상,"Breakthrough therapies utilizing psychedelic compounds have shown remarkable promise for treating conditions resistant to conventional approaches, prompting reconsideration of drug classification policies",영
상,"Virtual collaboration technologies are evolving rapidly to address the limitations of remote interaction, incorporating haptic feedback, spatial audio, and increasingly sophisticated avatar representation",영
상,"Paleoanthropological discoveries continue to refine our understanding of human evolution, suggesting a more complex picture of interacting hominin species than previously recognized",영
상,"The circular economy concept promotes systemic approaches to eliminate waste through product design, material recovery, and business models that maintain resources at their highest utility",영
상,"Astronomical observations utilizing the latest generation of space telescopes have provided unprecedented insights into exoplanetary atmospheres, galactic formation, and the early universe",영
상,"Public health experts increasingly recognize the profound impact of social determinants on health outcomes, emphasizing the need for policy interventions addressing inequality, education, and environmental factors",영
상,"Behavioral economics research has demonstrated that human decision-making consistently deviates from rational choice models, leading to predictable biases that influence consumer behavior and policy effectiveness",영
상,"Environmental justice movements highlight the disproportionate impact of pollution and climate change on marginalized communities, advocating for equitable distribution of both burdens and benefits",영
상,"Robotics innovations in manufacturing have transformed production capabilities while simultaneously raising important questions about workforce transitions, skills development, and economic distribution",영
상,"The neuroscience of aging has identified potential interventions to maintain cognitive function, including physical exercise, social engagement, continuing education, and specific dietary patterns",영
상,"Sustainable urban water management systems increasingly incorporate green infrastructure, rainwater harvesting, and wastewater recycling to address scarcity issues and reduce environmental impact",영
상,"Historical linguistics research utilizing computational methods has provided new perspectives on language evolution, migration patterns, and cultural exchange throughout human history",영
상,Virtual and augmented reality applications in educational settings offer immersive experiences that can enhance learning outcomes across disciplines from anatomy to architectural design,영
상,"The complexity of global supply chains has become increasingly apparent as disruptions reveal vulnerabilities, prompting reconsideration of resilience, redundancy, and regionalization strategies",영
상,"Contemporary philosophical debates about artificial intelligence consciousness explore fundamental questions regarding the nature of sentience, ethical consideration, and potential rights of synthetic entities",영
상,Traditional ecological knowledge from indigenous communities often provides valuable insights complementary to scientific research for conservation efforts and sustainable resource management,영
상,"The psychology of human-computer interaction focuses on designing intuitive interfaces that account for cognitive processes, attentional limitations, and emotional responses to technology",영
상,"Advanced materials science research has developed remarkable substances with properties including extraordinary strength-to-weight ratios, self-healing capabilities, and programmable responsiveness",영
상,International legal frameworks governing space exploration and resource utilization remain underdeveloped as commercial activities beyond Earth orbit become increasingly technologically feasible,영
상,"The neurobiology of addiction reveals complex mechanisms involving reward pathways, stress responses, and executive function, informing more effective prevention and treatment approaches",영
상,Participatory research methodologies that actively involve community members throughout the scientific process often yield more relevant findings and improved implementation of results,영
상,"Blockchain technology applications extend far beyond cryptocurrencies, potentially transforming supply chain verification, voting systems, intellectual property management, and contract execution",영
상,"Bioethical considerations surrounding emerging reproductive technologies highlight tensions between technological possibilities, parental autonomy, societal values, and considerations of future generations",영
상,"Regenerative agriculture practices focused on soil health, biodiversity, and carbon sequestration offer promising approaches to food production that can potentially reverse environmental degradation",영
상,"Computational linguistics has transformed language translation, text analysis, and speech recognition through sophisticated algorithms that increasingly capture semantic nuance and contextual meaning",영
상,"The sociology of scientific knowledge examines how research priorities, methodological approaches, and interpretation of results are influenced by cultural, economic, and political factors",영
상,"Marine protected areas, when properly designed and enforced, have demonstrated remarkable effectiveness in restoring ecosystem health, enhancing fishery sustainability, and building climate resilience",영
상,"The psychology of conspiracy belief reveals complex interactions between cognitive biases, social identity processes, perceived threats, and institutional trust in determining vulnerability to misinformation",영
상,"Biometric identification systems utilizing facial recognition, fingerprint analysis, and behavioral patterns raise significant privacy concerns alongside their potential security and convenience benefits",영
상,"Contemporary monetary theory challenges conventional economic assumptions about government spending, deficit management, and inflation, proposing alternative frameworks for fiscal policy",영
상,"The anthropology of digital communities examines how online spaces create new forms of cultural production, social organization, identity formation, and collective action across geographical boundaries",영
상,"Emerging transportation technologies including hyperloop systems, autonomous aerial vehicles, and advanced high-speed rail promise to transform connectivity while potentially reducing environmental impact",영
상,"The philosophy of science continues to explore fundamental questions about how scientific knowledge advances, including the roles of paradigm shifts, falsifiability, and socio-historical context",영
상,"Global health security approaches increasingly recognize the interconnected nature of human, animal, and environmental health, emphasizing preventative measures addressing underlying ecological factors",영
상,"Architectural preservation balances competing values of historical authenticity, contemporary functionality, cultural significance, and economic viability in determining how built heritage evolves",영
상,The mathematics of complex systems reveals how simple rules governing individual components can generate emergent properties and unpredictable behaviors in fields from ecology to economics,영
상,"Contemporary disability studies emphasizes the social construction of disability, challenging medical models while advocating for inclusive design principles and equitable access to public spaces",영
상,"Photovoltaic technology advancements have dramatically reduced the cost of solar energy production, though challenges remain in storage solutions, grid integration, and manufacturing sustainability",영
상,"Comparative mythology research identifies recurring narrative patterns across cultures, suggesting potential insights into shared human psychological structures and historical connections",영
상,The pharmacology of pain management continues to evolve as researchers develop alternatives to opioid medications that effectively address chronic pain while minimizing addiction potential,영
상,"Digital humanities methodologies applying computational techniques to literary texts, historical documents, and cultural artifacts have revealed previously unrecognized patterns and relationships",영
상,"Underwater archaeological techniques have expanded our understanding of maritime history, ancient trade routes, and coastal settlements that now lie beneath rising sea levels",영
상,"Sustainable transportation planning increasingly focuses on complete street designs that prioritize pedestrian mobility, cycling infrastructure, and efficient public transit over private vehicle usage",영
상,"The cognitive science of religious belief examines evolutionary, psychological, and cultural factors that influence spiritual experiences, supernatural attributions, and ritual practices across societies",영
상,"Atmospheric carbon capture technologies, while still facing efficiency and scalability challenges, represent potentially crucial components of comprehensive climate change mitigation strategies",영
상,"Ethnomusicological research documents diverse musical traditions worldwide, examining their cultural contexts, social functions, transmission methods, and adaptation to contemporary influences",영
상,"Innovative architectural approaches to healthcare facilities incorporate evidence-based design principles that promote healing environments through natural light, noise reduction, and nature integration",영
